Unnamed: 0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
147590,1.0654784481705404,-0.8156403763845225,0.49905314959442093,0.8736061527645559,0.38317697419869307,0.5703090311892678,0.5310048984994901,0.21744897459466758,-0.23286858766181864,0.28332414263187067,-0.1299736267078133,1.981743255514683,-0.01865604270505146,0.29999777883583945,0.18449113342260734,-0.4071419974169575,0.24849829435697382,0.2796565711714647,0.6217331582224044,-0.15069926365715824,0.08261008396667138,-0.39017592288619424,0.11023279766441513,-0.3378474581985674,0.5881127602609768,0.25793125796601,0.12635393844608048,-0.0162279021324738,51.52,0
223061,1.0079999591203999,0.9140731056726783,-0.567034801138558,-0.2000741153770981,2.3142524919968115,-0.31625445853514,6.068685953869326,-0.37615588170298964,-0.15723432654553732,-0.22945006467832157,-1.3332794103987653,0.18699966987008376,-1.3400151893231276,1.5282717827573804,1.157132944473122,0.24165230887939715,-0.3952963774131768,-0.8047325330749283,-1.3946743337820158,0.1759951154707653,-0.13089035488983852,0.5690331932930875,-0.49215814006384123,-0.32397348140053267,0.06416602694540408,-0.7107644257020014,-3.7949743541798044,-0.13648498287094707,2.04,0
88821,1.2929832372359604,-0.8168909251213609,-1.6170733066874305,0.10815399167000544,0.23294098185172496,0.19549804810678828,0.06961759322713959,-0.011941958480752815,1.6661950846844393,0.035010854693313956,0.027639998901419452,0.8639998038172438,-0.40261704122150554,-0.5332808138182417,-0.40337660994540087,0.5452172555771697,-0.209512667242261,-0.14758292113863988,1.0215111803842554,0.17129016876201344,0.2529793716814163,0.5510676862140602,-0.30318785539404586,-0.27302065946712406,-0.8125091866411079,0.7020292261751329,-0.0885666896159629,-1.2469906095764118,120.28,0
8745,-0.7282105076206951,0.6255419401524941,-1.842390206437901,0.5898471167997354,-0.30207307905151853,-0.8414614729059994,-0.9339446999246801,-0.28803611187771505,0.3205289885657779,-0.44871770066532846,1.4020185715638014,-0.7741491364572148,-1.2235973158789242,-0.03723539583427401,1.236006840057637,-0.6165111747211867,0.060151278973152006,-2.5868538189307464,0.26408690214359326,-0.11907459022529404,0.08274308608551308,1.128474333153223,-0.17848085301842856,-0.45669272851530757,0.2641439420896405,0.09666503612095179,0.04190401866234458,0.1433815893766731,0.92,1
274681,0.2767830819557029,-0.848218848733303,0.5241468089984402,-1.0046075958120049,0.636491591584857,0.44702344631909574,0.7664154736052293,-0.43637379440966506,-0.38954184632092126,-0.47116504548873794,-1.4080055360103907,0.8762474043953388,2.1056712788400374,0.5209787620948019,-1.2993900315880536,0.04741386195756493,-0.7556122543138503,0.7314187679272641,0.07657554231436567,-0.2959379777200598,0.0339266811925235,0.26840347525818753,0.12627045943598852,0.255538386403562,0.26215743894943366,-0.6138717657737425,-0.011513570412203758,0.03932593338262272,88.16,0
226287,2.326722594623031,-1.1584745112047028,2.1214576799779548,-1.3561168239227208,-0.33181118310433894,-0.5322925402263126,-2.8885576014086944,-0.15822129586977846,-0.07722833942839841,1.861028357075532,0.6337857162093299,-0.3860474562987552,-0.5633716510112932,0.05297342400784555,-1.4036833488419456,0.8453908469992291,0.18320337412655383,-0.26909474064773903,-1.9116636456744056,-0.37399983198816633,-0.17291287837459343,1.115969580482733,-0.12179113391402702,-0.004207537894114731,0.2448574830778779,-0.9670058918080084,3.872775930253663,0.15147262944230094,0.45,0
188359,2.44650498499596,-4.041822833899274,0.06400775230741704,-1.4245455277233707,-0.5143439048847487,-0.9197719452160006,0.3833534320026023,-1.1920209854988062,-0.16499865652656734,3.1060466599932433,0.09909923927564776,0.2972493716417117,1.2393509349759395,0.9381175358752549,-1.422641014779746,0.13955409065754165,0.5773847138144919,1.1540743010915198,-0.5707584739483994,-0.23101371541279445,0.05277441049272462,0.6393672287932316,-0.0787766153000018,-0.24917165833537075,-0.019137748694207726,0.3984009852345398,-0.18458737476668974,0.07267518681452925,51.89,0
141938,-0.5021479685439589,1.8252874377511756,-1.533772176345602,-0.4260592586319234,-0.3664360764418447,-0.06434273275629615,-0.7962885920863476,0.10871584328254022,-0.4491430335766929,-0.26852149445930723,0.39725552764481453,-4.007070055000927,-1.5983128980819168,-0.6057413049478937,0.1776393727272154,0.6007211347191689,0.34000484085039306,-0.9123974714952798,-0.49866853451801624,0.356309659203065,-0.22376047748061773,-0.12367931792057733,-0.046041286751772,-0.8337081400804995,0.0939973609293568,0.6179530221336784,0.8356844210918793,-0.03069347140285038,7.04,0
253642,-1.3578488872231422,0.06453979411227535,-0.6676151645983402,-0.42087035931672945,0.29275435173797704,-0.17151593016864636,-0.25488980533688943,0.26498034144898125,-0.7637594147478484,-0.21905264739656494,-1.3537776037440732,0.9438086565097534,-0.8013117859016602,1.2338469174078532,-0.08217965743072425,3.808162001982997,-0.26756748449186535,0.12377045243978119,0.6119068617908296,-0.07579223434643947,0.10890214895155158,-0.45886639460813705,-0.2647065719777872,-0.2963592080661578,-0.015371914987752724,-0.1302084147817255,-0.09250402867270478,0.04407975696158847,27.84,0
72465,-0.6935911748715902,-0.1386593606147467,0.8401047473591787,-0.9796990843653971,-0.5326038598549443,-1.2158441788647059,0.9702715914398956,0.0720809148671863,-0.507069261821079,0.28696209037993864,3.0219130943576817,0.24396557928589452,1.92288636455995,1.0623739379477342,0.32380305410482524,0.3963800009456433,-0.37174978954245963,-1.260179205026505,0.35121058941789457,-0.002652114417483746,-0.15647003069349077,0.07930502923888216,0.1932310034917962,0.37123467502522745,0.03343122761233079,-0.3369921323012486,-0.09180362342036394,0.00836784155758262,49.58,0
49267,-0.3597347040481064,-0.3978681172685644,-0.6240097665608667,0.1396883955976385,0.5484017668162975,-0.49895405475129334,1.143473073571486,-0.01970504337613297,-0.4950109028221512,-0.4842346356666804,2.751157512637268,0.24444408070880497,0.4698792268122364,0.8004627974542661,-0.5354039477673437,-1.0299495949257333,-0.19991498345026204,-0.18917408945959205,-0.2447152406394691,-0.6037635741744345,0.8101612601034396,-0.4576329063371097,-1.2393982079534116,-0.14965888172846387,0.44171524003929036,-0.36678301616427156,-0.28501855909284357,-0.004373953170001405,117.31,0
